,Low,High,Close,perc_from_high
VRSN,188.10000610351562,255.92999267578125,226.47999572753906,-11.507051846615807
PKG,128.1699981689453,155.1300048828125,137.30999755859375,-11.48714417799461
COST,311.4200134277344,567.77001953125,502.989990234375,-11.40955440908227
PKI,120.3499984741211,201.05999755859375,178.47000122070312,-11.235450418876761
HII,157.3300018310547,222.66000366210938,197.67999267578125,-11.218903519033327
MTD,1038.469970703125,1702.530029296875,1512.760009765625,-11.146353736246448
ALL,103.20999908447266,139.25999450683594,124.08000183105469,-10.900469104238045
NEE,70.69999694824219,93.36000061035156,83.19999694824219,-10.882608821430164
TMO,439.8500061035156,667.239990234375,594.7999877929688,-10.856663794380932
DLTR,84.54000091552734,146.61000061035156,130.80999755859375,-10.776893108233326
HD,250.92999267578125,416.17999267578125,372.0,-10.615597446607437
CF,38.529998779296875,74.31999969482422,66.44000244140625,-10.60279505620981
ULTA,279.760009765625,418.739990234375,374.4800109863281,-10.569799942745833
DRI,112.0999984741211,159.80999755859375,143.0,-10.518739637944382
VZ,49.77000045776367,59.52000045776367,53.279998779296875,-10.48387370711598
NRG,32.150001525878906,45.66999816894531,40.88999938964844,-10.466387061401678
J,100.95999908447266,148.4499969482422,132.9199981689453,-10.461434219302467
PFE,33.4900016784668,61.25,54.95000076293945,-10.285713040098852
EXPD,89.5199966430664,135.6199951171875,121.69000244140625,-10.271341378345076
EXR,108.70999908447266,226.72999572753906,203.61000061035156,-10.197148834674149
ROP,371.8900146484375,498.42999267578125,447.79998779296875,-10.157896921693938
DHI,65.8499984741211,109.6500015258789,98.52999877929688,-10.14136123286561
GE,83.76000213623047,114.80000305175781,103.16000366210938,-10.139372021097003
GS,263.7099914550781,423.8500061035156,380.94000244140625,-10.123865292956866
MRK,68.864501953125,90.54000091552734,81.37999725341797,-10.117079268262367
KEYS,131.17999267578125,207.92999267578125,187.13999938964844,-9.99855433003838
AXP,114.08999633789062,187.0800018310547,168.39999389648438,-9.985037284444525
COO,357.260009765625,455.9200134277344,410.5199890136719,-9.957892410278811
CAG,30.450000762939453,38.91999816894531,35.11000061035156,-9.789305595686765
SPGI,305.95001220703125,478.9700012207031,432.3599853515625,-9.731301699553276
COF,97.83999633789062,177.72999572753906,160.55999755859375,-9.660720520843876
REGN,446.7300109863281,680.9600219726562,615.239990234375,-9.651085176468733
MSFT,212.25,343.1099853515625,310.20001220703125,-9.591668721273308
INFO,83.9000015258789,134.57000732421875,121.7699966430664,-9.511785676219331
PPG,134.4499969482422,182.3300018310547,165.0,-9.504745054032583
EW,78.68000030517578,130.67999267578125,118.26000213623047,-9.504125524681454
AIZ,122.7699966430664,171.1300048828125,154.88999938964844,-9.48986444795873
ABT,105.79000091552734,141.4600067138672,128.16000366210938,-9.40195279267863
FBHS,82.41000366210938,111.95999908447266,101.4800033569336,-9.36048214830014
PLD,93.91000366210938,168.36000061035156,152.74000549316406,-9.277735246234675
CI,191.89999389648438,266.9100036621094,242.1699981689453,-9.269043930059397
TDY,356.1700134277344,463.3800048828125,420.4800109863281,-9.258058924517828
AMGN,198.8800048828125,259.1400146484375,235.36000061035156,-9.176511805923571
FOX,28.40999984741211,41.439998626708984,37.70000076293945,-9.025091669185096
PAYX,86.87000274658203,137.3800048828125,125.0,-9.011504180228307
MNST,81.05999755859375,98.79000091552734,89.91000366210938,-8.988761181418568
ADI,144.05999755859375,188.8000030517578,172.0,-8.898306557310937
DG,178.13999938964844,238.27000427246094,217.0800018310547,-8.893273203275537
DRE,38.099998474121094,65.63999938964844,59.810001373291016,-8.881776463387391
OTIS,62.2400016784668,92.37000274658203,84.18000030517578,-8.866517481736574
MLM,277.79998779296875,441.7200012207031,402.6300048828125,-8.849496565667062
ICE,109.3499984741211,138.80999755859375,126.5999984741211,-8.796195734618204
VMC,146.02999877929688,210.52999877929688,192.22999572753906,-8.692349383871939
SPG,82.80999755859375,170.5,155.6999969482422,-8.680353696045637
BWA,38.060001373291016,54.45000076293945,49.7599983215332,-8.6134111582941
YUM,101.48999786376953,138.86000061035156,127.05999755859375,-8.497769696018683
PHM,40.849998474121094,62.349998474121094,57.09000015258789,-8.436244507233486
FTV,65.81999969482422,79.12999725341797,72.5,-8.378614284776296
ECL,204.50999450683594,235.6699981689453,216.02999877929688,-8.333686740884627
FAST,44.16999816894531,64.41999816894531,59.20000076293945,-8.103069783262184
JPM,125.6500015258789,171.77999877929688,157.88999938964844,-8.085923558245174
AVY,148.6699981689453,227.3699951171875,209.0800018310547,-8.044154320672819
IEX,186.19000244140625,239.5,220.30999755859375,-8.012527115409709
VNO,35.27000045776367,50.279998779296875,46.279998779296875,-7.955449676039026
CDW,127.16000366210938,208.1300048828125,191.63999938964844,-7.922935235815111
MSI,166.61000061035156,272.7300109863281,251.1300048828125,-7.919922719688676
EMR,78.01000213623047,105.69999694824219,97.47000122070312,-7.786183505349599
ADP,161.02999877929688,248.00999450683594,228.75,-7.7658138516289
SYY,68.06999969482422,86.26000213623047,79.79000091552734,-7.500580872331823
ROK,241.0500030517578,351.3500061035156,325.04998779296875,-7.48541848688578
LEN,73.29000091552734,116.91000366210938,108.16000366210938,-7.48438946703744
AJG,113.11000061035156,170.44000244140625,157.6999969482422,-7.474774296335634
BKNG,1886.0899658203125,2648.199951171875,2450.949951171875,-7.448455692052762
BLL,79.02999877929688,97.79000091552734,90.58999633789062,-7.36272063629103
MMC,107.5999984741211,173.88999938964844,161.1999969482422,-7.29771837710506
UNH,324.3399963378906,505.5799865722656,468.69000244140625,-7.296567330713845
APD,253.14999389648438,314.2699890136719,291.3500061035156,-7.293086744327709
LYV,66.44999694824219,123.80000305175781,114.80999755859375,-7.261716697539625
GOOG,1728.239990234375,3014.179931640625,2795.72998046875,-7.247409117111737
TJX,62.54999923706055,76.72000122070312,71.18000030517578,-7.221064686365461
IBM,113.36520385742188,144.6271514892578,134.2100067138672,-7.202758726921591
APH,60.040000915527344,87.94000244140625,81.61000061035156,-7.198091488878817
FOXA,28.809999465942383,44.18000030517578,41.02000045776367,-7.152557323640192
TXN,162.11000061035156,201.2899932861328,187.00999450683594,-7.094241768391299
HON,195.3699951171875,234.17999267578125,217.64999389648438,-7.058672515282898
GM,40.5099983215332,65.73999786376953,61.099998474121094,-7.058106997909751
SYF,33.650001525878906,52.36000061035156,48.66999816894531,-7.047368980887173
IFF,105.08000183105469,156.77999877929688,145.7899932861328,-7.00982623978392
TSCO,139.7100067138672,238.60000610351562,221.97000122070312,-6.969825841327783
GOOGL,1722.8800048828125,2996.77001953125,2789.610107421875,-6.912773111023669
LHX,171.50999450683594,244.72999572753906,227.86000061035156,-6.893309120950206
LOW,153.77000427246094,261.3800048828125,243.39999389648438,-6.878877745215939
RSG,88.95999908447266,139.4499969482422,129.86000061035156,-6.877014376307241
EIX,53.9900016784668,68.44000244140625,63.75,-6.852721031711704
SIVB,386.1600036621094,755.030029296875,704.4099731445312,-6.704376539762783
FMC,87.7699966430664,122.25,114.0999984741211,-6.666667914829372
MS,67.05000305175781,105.91999816894531,98.87999725341797,-6.646526659015183
KMI,13.5600004196167,19.139999389648438,17.889999389648438,-6.5308257046029095
AKAM,93.41000366210938,120.44000244140625,112.62000274658203,-6.492859130112214
JNJ,153.07000732421875,179.47000122070312,167.83999633789062,-6.480194352097043
CAT,180.6300048828125,244.7899932861328,228.94000244140625,-6.474934139239773
BEN,24.280000686645508,37.68000030517578,35.27000045776367,-6.395965572964893
BMY,53.630001068115234,69.30999755859375,64.93000030517578,-6.319430684895318
OMC,60.880001068115234,84.95999908447266,79.5999984741211,-6.308852010488263
HSIC,61.5,82.97000122070312,77.77999877929688,-6.255275840723034
MAA,122.66999816894531,229.44000244140625,215.11000061035156,-6.245642293659862
NLOK,19.510000228881836,28.670000076293945,26.8799991607666,-6.243463239497591
AOS,53.189998626708984,85.8499984741211,80.56999969482422,-6.150260772443106
WM,109.91999816894531,166.89999389648438,156.64999389648438,-6.141402261738435
ARE,157.99000549316406,223.57000732421875,210.27999877929688,-5.944450556665614
MA,306.2799987792969,395.6499938964844,372.1400146484375,-5.942115407740381
STX,58.720001220703125,116.0199966430664,109.19999694824219,-5.87829675241746
CBRE,59.41999816894531,110.30000305175781,103.83000183105469,-5.865821433991352
JCI,46.18000030517578,81.30999755859375,76.55999755859375,-5.841840047500981
DFS,82.18000030517578,135.3800048828125,127.54000091552734,-5.791109236605223
TDG,518.5900268554688,685.0,645.3800048828125,-5.783940893020073
NXPI,159.00999450683594,238.89999389648438,225.2899932861328,-5.6969447292027935
MCHP,65.98999786376953,89.3499984741211,84.29000091552734,-5.6631199160672665
ES,77.2699966430664,92.62000274658203,87.37999725341797,-5.657531135581223
LKQ,34.720001220703125,60.029998779296875,56.68000030517578,-5.580540633421502
LMT,321.82000732421875,394.1000061035156,372.6199951171875,-5.450396004481693
JKHY,144.7899932861328,178.5800018310547,168.94000244140625,-5.398140492107477
UPS,155.0,218.16000366210938,206.5399932861328,-5.326370636651561
CINF,83.69999694824219,126.18000030517578,119.54000091552734,-5.262323168163815
LIN,242.91000366210938,346.42999267578125,328.6300048828125,-5.13811972672571
HLT,98.66999816894531,155.99000549316406,147.97999572753906,-5.13495062731825
XEL,58.029998779296875,72.58999633789062,68.97000122070312,-4.98690632292804
OKE,37.5,65.87000274658203,62.61000061035156,-4.949145286622338
EVRG,52.40999984741211,69.26000213623047,65.83999633789062,-4.9379233220537415
CNC,57.970001220703125,84.72000122070312,80.55000305175781,-4.922094085058022
AAPL,116.36000061035156,182.00999450683594,173.07000732421875,-4.911811138086386
SYK,221.00999450683594,280.0899963378906,266.7099914550781,-4.777037758489359
FFIV,174.9600067138672,247.77999877929688,236.1300048828125,-4.701749113680997
FRT,82.2699966430664,139.3699951171875,132.86000061035156,-4.671015810370152
CTSH,66.45999908447266,91.41999816894531,87.19999694824219,-4.61605918313902
BRO,42.959999084472656,70.27999877929688,67.05000305175781,-4.595896106490197
MCD,204.83999633789062,269.69000244140625,257.7099914550781,-4.442141302190445
WBA,39.880001068115234,56.79999923706055,54.29999923706055,-4.401408509824088
STE,171.1999969482422,245.1699981689453,234.52000427246094,-4.3439221666696435
RHI,61.150001525878906,119.56999969482422,114.37999725341797,-4.340555703481288
PSX,64.2699966430664,92.55999755859375,88.58000183105469,-4.299909067110319
SRE,115.9800033569336,144.05999755859375,137.9600067138672,-4.234340516523682
WMT,127.52999877929688,151.4499969482422,145.05999755859375,-4.219213944145678
MAS,52.84000015258789,70.2300033569336,67.27999877929688,-4.200490440878605
ORLY,425.4700012207031,708.1400146484375,678.8699951171875,-4.133366131806768
CSCO,43.959999084472656,63.959999084472656,61.36000061035156,-4.065038322916871
IR,40.810001373291016,61.869998931884766,59.36000061035156,-4.056890843487106
NVR,3930.0,5959.330078125,5718.0,-4.049617573808403
AME,111.05999755859375,147.41000366210938,141.5399932861328,-3.9820977071757606
GWW,364.3900146484375,525.3900146484375,504.55999755859375,-3.9646770035745864
CME,178.7899932861328,231.97000122070312,223.19000244140625,-3.7849716485293823
AMCR,10.890000343322754,12.850000381469727,12.369999885559082,-3.735412308647295
ESS,227.22000122070312,357.25,343.9599914550781,-3.7200863666681245
DE,267.6400146484375,394.2200012207031,379.55999755859375,-3.718736648753143
HAS,86.6500015258789,103.91999816894531,100.12000274658203,-3.6566546279047603
UDR,36.790000915527344,60.790000915527344,58.58000183105469,-3.6354647987974698
DUK,85.58999633789062,107.93000030517578,104.04000091552734,-3.604187323866701
PEAK,28.420000076293945,37.36000061035156,36.08000183105469,-3.426120873622839
PSA,213.82000732421875,374.55999755859375,361.7900085449219,-3.4093307072051173
LNT,46.15999984741211,62.18000030517578,60.06999969482422,-3.393375040199105
CSX,27.963333129882812,37.709999084472656,36.439998626708984,-3.367808243428473
AZO,1118.3699951171875,2104.0400390625,2033.47998046875,-3.3535511341879953
UNP,194.3300018310547,254.77999877929688,246.27000427246094,-3.3401344483904007
ANTM,287.70001220703125,467.6700134277344,452.1400146484375,-3.3207172436546673
MAR,116.30999755859375,168.38999938964844,162.8000030517578,-3.319672402252092
ETR,86.80999755859375,114.83000183105469,111.06999969482422,-3.2744074512533987
MO,40.7599983215332,52.5,50.810001373291016,-3.219045003255208
TEL,119.8499984741211,166.0500030517578,160.74000549316406,-3.197830449264504
NSC,233.44000244140625,297.7099914550781,288.2799987792969,-3.167509639058975
JNPR,22.510000228881836,35.77000045776367,34.63999938964844,-3.1590747935536414
PCAR,78.7699966430664,99.5999984741211,96.5,-3.1124483148727773
WEC,80.63999938964844,99.26000213623047,96.25,-3.0324421433110174
VRTX,177.00999450683594,241.30999755859375,234.05999755859375,-3.00443416076849
CMS,53.880001068115234,65.61000061035156,63.75,-2.83493460303078
HRL,40.630001068115234,50.5,49.08000183105469,-2.8118775622679455
JBHT,134.66000366210938,207.66000366210938,202.07000732421875,-2.6918984105318122
DTE,100.1872329711914,122.68085479736328,119.37999725341797,-2.6906052695813596
PG,122.1500015258789,164.2100067138672,159.80999755859375,-2.6795012334055683
HST,13.5,18.43000030517578,17.940000534057617,-2.6587073413154267
REG,44.02000045776367,77.86000061035156,75.80000305175781,-2.64577131061552
BAC,29.649999618530273,49.209999084472656,47.90999984741211,-2.6417379826181273
EXC,38.599998474121094,57.7599983215332,56.2400016784668,-2.6315732119745308
PEG,53.83000183105469,67.0,65.25,-2.6119402985074625
BAX,73.7699966430664,88.01000213623047,85.73999786376953,-2.579257149598978
PM,79.05999755859375,106.0999984741211,103.37999725341797,-2.5636204145342774
GILD,58.2599983215332,73.63999938964844,71.7699966430664,-2.5393845221091857
AVB,155.07000732421875,255.1199951171875,248.67999267578125,-2.5243032943960673
ED,65.6500015258789,85.66999816894531,83.5199966430664,-2.509631810238867
